text,label
"die, die? no! no! mean!?! hold up!! sir!!! freaking meannnn?!?!??",-1
look like im going watching stranger thing everyone else saying happy new year party,1
"dustin die, dielisten better not!!! core kid teen need survive this! someone sacrifice themselves, let adult sorry bout it!",-1
vecna ready project tsukinami like madara world saving sad backstory,0
"manifesting byler, jancy, lumax, rovickie endgame no harm done",0
oh im not okay someone sedate,-1
"stranger thing vol.2 someone gonna die, not gonna hopper",-1
enough billie no please,-1
one last time,0
steve dustin die die im not ready. see death,-1
doesnt anyone get feeling series dark??... mean red thing look exactly dark series.,0
"whats crazy believe 57 lol. get trailer finale too? dang, next four episode gonna insane. getting used accepting fact wait 25th 31st. not know coming lol. not cool.",-1
pls release,0
no kiss mike not watching.,0
die die? mc,-1
"steve die, diedustin die , dieme anyone die show dy",-1
swear touch dustin steve.,-1
waitinggggggggg.....,1
wasnt expecting cry lunch break hearing steve dustin committing suicide pact,-1
time henry suck fat one,-1
coookingggg,-1
mileven 3,0
dontttt play nancy,1
movie released?,0
istg dustin steve robin el mike max lucas dy yes im aware named like half cast end subscriptionbtw fire as trailer jaw dropped,-1
nancy popping firing military goof got spazing!! goated!!!,-1
damn nancy!,-1
wait theory u dont remember but s2 hospital lab something got invaded demodogs everyone tried escape see trailer thats happening lucas max vickie exit hospital vickie dy like bob died exit s2,0
holy peak holy peak holy peak10 day way long yall....,-1
aaannnndd think person falling everyone worried demi 134 ish robin turning voltage!,0
grrrrr ended championship cliffhanger will back cry lol,-1
die die hell nah,-1
stranger thing fan assemble final fight,1
"die, die.their bond unbreakablep.s. let not die",1
like trailer show need know even watching,0
christmas? netflix telling november 26th,0
always no one die vecna defeated,0
goin even peaker,1
damn,1
calling right now. steve gonna sacrifice protecting kid dustins gonna saved idk else group but dustin fine steves gonna die. dont want steve die. he like one people want protected cost but really think he gonna die,0
054 nancy literally best,1
totally gonna steve cant prove,0
steve dustin finally back together,1
nancy walk em wheeler 055,0
ficking peak,-1
aint no way nancy takeing military,-1
nancy wheelersadie adler,0
nancy taking itt soo back,1
max holly stuck backroom whole season wonder theyll use significant plan taking vecna,0
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
not ready thisssssssssssssssssss,-1
"die, die, better live",0
cmonnnnnnnnnnnnnnnnnnnnnnnn,0
mother offffffff,-1
"die, diehell no, no one dying",-1
"steve die, die dustin die, die final fight yall kid v vecna even power none yall gonna die 11 sister v veccna demogorgans shadow monster none yall dying",0
whoa whoa 118 demi dog run right vicki towards guards. nice!,1
nobody dy hear duffer year deserve happy ending,1
cant believe epic mind blown,1
holyyyyyyy got school saw peak peak peak,0
"robin dies, im gonna gonna made saw video swear saw robin like tied wall vicky dont know",0
"steve dustin die, die",-1
know vecna lieing! walking somebody house without whipping shoes!,-1
"please dont die, steve",-1
okay conclude copied dark but not good way iwas doubt volme 1 like ihave seen somewhere but dark copy visuals close storyline linear kid but let see good like dark not,-1
nancy walk em wheeler back againnnnn,0
116 dustin mike hugging!,0
"nobody die, huh?",-1
"die, die. well gg guess ill die also",-1
cant wait,1
friend dont die!!,1
135 noo,-1
got ticket new year eve??,0
robin .....,0
cannot wait!,1
good trailer but no mind flayer.,1
steve gonna die,-1
duffer brother killer steve dustin swear god. not steve!!!,-1
008 back bitchin,0
die die yep...... steves gonna sacrifice dustin.....jinx me...,-1
ill miss era much,-1
die die u kidding,-1
"mean really think show called stranger thing yes everything already well strange but im not shocked upside not think but something stranger think, idk really know like thinking bout title stranger thing like every thing going get stranger moment",0
"steve die, die.dustin die, die.me youre gonna die.",-1
everyonelets go volume 2 coming outme yes new ateve look,1
"die, die excuse me????",-1
gotta catch up!,0
nancy badass,1
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa love thisss,1
107 barb?,0
"do, die. no bro, run away",-1
die,-1
"die, die please no",-1
show much yet absolutely nothing,-1
insane !! omgggg but steve dutin die die them..,-1
034 perfect song,1
dustins mom? actually liked funny overbearing way ..,1
praying byler,1
anyways.. thought season finale welcome derry? shit awesome,1
omg look absolutely insane!!!! cant waitbut know someone dying im scared....,-1
please dont die dustin steve.,0
hope diana get hit,0
"die, die no die die",-1
oh hellll yeah!!!,1
die die,-1
dude! holly heroic dimension door! mike making character need be! game! bet!,1
feel like kali cant trusted,-1
"doesnt matter die final series, let vecna win dad freddie kruger fair",0
oh stranger thing going one best show time.,1
time waste christmas watching stranger thing,-1
die die???what,-1
omg cant wait!!!!!!!!!!!!!!!!!,1
peak,0
"jesus christ died cross may not perish sin but forgiven eternal life heaven. repent turn god, day salvation today",1
die die netflixs income gonna die,-1
man sooooo excited,1
"feel like dark. time travel, apocalypse, glitch matrix coupled harry potter stuff. henryvecna jonasadam. special kid tool fix glitch apocalyse dr brenner turn actual mastermind behind this. eleven may time traveled lead thing constant loop apocalyse could broken. know dr brenner elder version henry?",0
scary compared volume 1,-1
better imagined,1
released trailer exactly 10 day volume 2christmas day. perfect timing,1
,-1
die diegoosebumps,-1
"see vickys clothes hat next lucas he hiding, nothing huge but nod plot bit",0
damnnnnnnn cant wait dec 25,1
gonna peak,1
new duo!? max holly ?,0
"cant wait christmas volume 2 come out. ive seen already alot comment but steve dustin die even die, netflix sub too.",1
billy doesnt come back hope joyce dy,-1
"think know beat vecna. hope remember come back comment see call it. but think fact brought eight back show beaten, get advantage him. max learn painful memory vecna cant face, max holly escape, regroup including eight there, used eight power creating illusion people head make vecna see painful memory doesnt want see, trapping memory prison like max holly were.",0
wrong upside world,-1
nancy freaking cool,1
strange but ive seen stranger thing,0
omg damyyyyy,0
boutta absolute cinema,1
"steve dies, im starting riot!whos me?",-1
"die, die yeah no thank",-1
"dont touch robin vickie please something serious going vickie hospital, least let date please please please omg im cry",-1
,0
holy mother god,0
steve diesseason 6 episode 1 stranger thing vanishing duffer brother,0
not want end,-1
"no,no,no,no,no dustin!!! steve!!! !,, netflix,, whyyyyyyy!!",-1
"die die shut ass up, dont die!",-1
"dont say that, steve!!!!!",-1
"loosing faith. dont time new plot unless 2 hour episode man. nothing else say dont add characters, make shorter good season. damn man def lost magic first 2",-1
meu corao,0
release date,0
"finalllllyyyyyy maxxxxxxx cominggggggggh backkkkkkkkkkkk want see everyones reaction also want know max written letter gave steve, lucas, dustin, will, eleven billy",1
cant wait,1
comment bot opposite watch stranger thing,-1
die die nononononononono,-1
steve dy im,-1
one wish show ended season 1...,-1
awaking spencer new video iykyk,0
hate first got notification hour ago thought another fan made trailer,-1
041 discover girl kidnapped ran away,0
first ohhh 2 min long trailer but like like wtf man time really fast,-1
chill ! gonnna epic,1
cant watch die....please dont die!!!,-1
christmas already,0
steve dy,-1
eu ansiosa pra isso aqui md,0
yall robin dead,-1
kali finally something useful,1
die die....!oh come man arent ready ti,-1
hope dy,-1
canon byler pls.......,0
ai 100,0
shit trash tbh...,-1
hi,1
vecna really building time machine?,0
damnnnnnnnn,-1
yesssss,1
up.sidown idk but reason thats funny,1
"big up, diana ross, mj, quincy jones giving u new soundtrack cut, anthem upsidedown",1
great thumbnail not seen part one yet...,1
omg,0
dosent look epic good seems liek holding back epic stuff!,1
"die, die netflix diee!! , subscription die! ur service entire lifee!!",-1
138 nancy jonathan get flung back. theyre okay right?,1
cant! gonna intense!,1
", 100 steve die true",-1
", 100 steve die true",-1
dustins pet demodog omg he back,1
500,1
im asking lumax mileven endgame pls,0
love murray character season,1
daaangg!!!!!,1
die die dont dare im scared,-1
108 mileven heart endgame,1
"robin,vickie, murray,steve,jonathan people high chance dying maybe nancy, dustin well..you never know..this year show netflix released like big show like squid game...netflix killed almost everyone even main characters... u think no heshe wont die.. heshe main character netflix prove wrong",-1
"die, dieme please not two but vecna",-1
peak,0
dont take please leave steve dustin alone omg,-1
nancy lot gun highlight,0
"steve dustin die, die",-1
hoping another tina scene.,1
byler not happening. thank lord,1
let say one thing..... wow,0
anything happens hairy dusty duo netflix going pay itt..,0
054 stupidest scene history high school student taking highly trained military,-1
love diana ross getting play time! upside down!,1
happy gave kali importance finally. would waste potential good character,1
endgame ty shiiiiii,1
ong holly,0
comon nancy! take dr kay!,0
136 die die also,-1
stevedustin back,1
"im starting hate watching trailer bc take much away time actually watch episodes, already predict whats going happen, wish wouldve never watched this, great trailer but many giveaway whats going happen",-1
look forward part 2.,1
dustin running steve dy make duffer brother bob episode 8,0
patty pls come back,1
fifty beat show exposing diddler,0
"steve dustin bros again, johnathin nancy getting offed",0
bringing back demo dog,0
140,0
lot unpack.,-1
"die, die.iconicc",0
bet itll boring braindead volume 1 xd,-1
"jump, jump die, die",0
no not dustin steve cant die ever knew upside not right,-1
lucas figurante premium,0
duffer brothers!! spare steve life yours!!,1
ready!!!!,1
crazy bro,-1
nobody talkin must chance erica might sacrifice lucas,0
demodogs back babyyyyyyyyyyy,1
casually hoping minivan bone,0
think scene started floating scream run like got shown tudum date announcement,0
lack lucas might intentional scene may contain spoiler .,0
anyone hear steve say u die dustin dustin said thing,0
"steve dustin definitely not dining cu said die die saved , think someone didnt think gonna die someone sure thats not gonna die gonna die something like shit gonna happen",-1
133 guy whats happening,0
11 nancy,0
119 demodog literally went past vickie running towards robin.,0
family gonna spending time together im gonna spend time byler kiss,1
murray got hitttt,0
"no way volume 2 awesome, fact season 5 beyond amazing !!!",1
swirly red matter look exactly like god particle dark used time travel.,0
netflix,0
im canceling netflix subscription forever something happens steve dustin,-1
cant wait!,1
shit look as,-1
leave vickie thissssssss,-1
"wait, hold on!! 12 child dr. brenner experimenting henryvecna abducted 12 child open wormhole clock gate. thats exactly dr. brenner trying do?! father killed mindflayer knew that. maybe mindflayer manipulated brenner like manipulating henry!!!",-1
tf mean die die,-1
im not ready pls let live,-1
,1
"no one noticed yet?? hospital scene lucas holding likely unconscious conscious max, mean might wake maybe protected",0
goat mike first time upside,0
omg im cry,-1
dont want anyone die,-1
10days,0
look like slaughter received military still shooting party. there saying applies well them.im government! im government! im reason nothing works!,-1
"another, make confusing, talked about, big hyped fest trailer...? make statement that, wrong upside down. ill watch but final story seems boring despite blockbluster visuals",-1
song played.. brr.,0
little detail jonathan putting arm ahead nancy ud! better endgame.,1
getting jonathan like 2 frames?????,0
scene mrwhatsit rain..,0
055 nancy walk em wheeler,0
trailer spoiler,-1
"die, die.",-1
aghhh cant wait ittt,1
wow awesome,1
dustin andor steve die im never using netflix,-1
"well , mr sits han morphing vecnas vecna stair well guess put sit theory rest.",0
"vecna, aint gonna win, sorry buddy.",-1
husband dy im not coming back,-1
omg im excited,1
always end vecnas voice give thrilling chilling time,1
someone die die,-1
"die, die neither die sanity please",-1
steve diesim gonna beat yo as vecna..,-1
everyone dy world reset bringing everyone back,-1
look like complete as,-1
tuned shooting copied rohit shetty cop universe movies.,0
"feel like will one whose gonna d!3 like he somehow connected vecna idk like harry potter but st version lol, steve dustin surely theyre not gonna take",0
vecna glitching best part,1
"jeez. im nearly 60 very, rarely experienced show provoked kind anticipation. writing, acting, production values, long burn finale. freakin epic. enjoy youngsters. something like doesnt happen often.",1
finale?! since,0
hollywood millie bobby brown set already. must push nell fisher!,0
"024 like mike said, holly gonna cast dimension door max.",0
eddie back?,0
peak,1
dustin steive please dont....you cant u,-1
steve dy riot.,-1
die die . brooo know know who not dying way cant take two,-1
hiding ted wheeler accualy think going hard win,0
,1
shit going,-1
"die, die.",-1
dont die heaven sake,-1
145 see will drawing barn door,0
watching welcome derry stranger thing better coming heat,1
,1
"think cooked come back verify discredit finale come robin, derick, kali, el, almost but survives somehow tearing eye something, johnathan, maybe joyce hopper.",0
christmas depression everyone!,0
robyn gonna get clapped demodog. shes goner.,-1
hopefully better part 1,1
not steve dustin saying die die irghiffuughhhh im scareddd,-1
"chaotic. mean kind bad. sometimes series follow many character noticed 1st. act. yet sometimes series surprise, example dexter ressurection. thought would horrible but 1010. hope stranger thing wont dissapoint.",-1
"shit soo lame. never liked stranger things, seems like show college hippies.",-1
omg noo vickyy,0
dont forget misdirects first time! many line spliced yet show!,-1
omfg duffer love,1
dustin doesnt die safe ??? yay,1
wtf,-1
let get already!! youre holding one piece season 2 back!!! release itend itand let get onto grand line!!!!,1
bruhhhhhh im stoked,1
brooooo omg im excited,1
"yea, think ima check theaters, bc trailer",1
nancy x shotty x sarah connor ive waiting for! yasssssand not misdirect bc see frame!!!,1
scene demogorgon getting shocked probably episode named shock jock,0
"steve dustin die, dieme duffer brother die, franchise dy",0
no one dies???,-1
"netflix please stop cucking shows. used release episode once. wait year release allow u upload month later. really pathetic. customer pay watch content. gonna watch 5 episodes. better company. stranger thing over, im done netflix lol",-1
finally steve dustin steve dustin!!!! missed duo muchh,1
"steve harrington not dying! explanation dustybun already lost eddie situation , thats move day see first half. aint no way he gonna loose anyone else sacrificing selfs.and think scene eventually end no one dying but later show situation turn dustin make decision sacrifice self.",0
die die,-1
die die,-1
honestly part 1 beyond mid show ended year ago dragging,-1
no pls dont want steve dustin go,-1
vicky die?,0
wheres though . power ???,0
well steve gaten obviously not dying cuz duffer wouldnt put actually,0
jonathan british accent coming 108 surviving,0
sat max holly escape.,0
vecna always tb time,0
iconic screaming,1
let see dy first.,0
gonna best stranger thing series ever well maybe not best but think gonna break netflix,1
132 8 anyone wondering,0
duo finally back,1
audio upside top friggin tier.,1
noooooooooooooooooo know wont get goto enzossss whyyyy meeee,-1
stranger thing 6 teased,0
die die like dont die guy plz,-1
"steve dustin die, die. everybody watching no! no dying!",0
made epic music?!?!?!?!,0
"119ok, theory vecna mr whatsit beign different personality true?!",0
im ready but dont want end,-1
thing im happy steve dustin get along,1
nancy looking fierce la ripley.,1
"well, werent inspired get filmmaking already, go!!",-1
"omg thats soooooo amazing , incredible",1
yup! best absolute cinema! dont dare make grown men cry vol.,-1
spend christmas eve cry steve dustin dying netflix getting sued.,-1
"die, die. no, none going die.",-1
holy peak christmas,1
"theyre battling vecna government said, let make harder.",-1
"oh yeah im sorry gotta say say im gonna say , stranger thing ending gta 6",-1
,-1
"steve die, die!dustin die, die!me die, netflix die!!!",-1
"hey guys, season 5 last season?",0
shut,-1
"tear heard steve dustin said, die, die noooo cant istg die im suing",-1
vecna still supposed scary?,0
ooooooooooooh,0
thesselhydra anywhere??,0
oh no steve going die,-1
"best, beautiful, wonderful series ive ever watched life. perfect, magnificent, beyond amazing. nice, good series. recommend everyone. watch it, watch it. swear never seen better series series. watched series, felt like couldnt life. almost perfect every detail, everything thought smallest detail. worth wait. everything definitely thought smallest detail, action, thriller, horror, nostalgia, everything here. all, people since 2016, 10 years, good, im going cry, swear. mouth open, every second watch it. perfect series. no series take place series. no series, film, cinema, whatever, surpass this. stranger thing best",1
die duffer brother die,-1
"scene steve dustin kinda make think survive. duffer brother probally hyping theory much, people end surprised someone else dy maybe nancy jonathan many dont expect die.",0
bring edit back,1
136 139 nooo,-1
"dont know are, but thanks spoiling it, thank you.",1
"steve die, diedustin die, diered queen youre die",-1
everything great die die,0
lexzgoooo,0
"die die, bro literally giving endgame trailer vibes, btw farewell stranger thing",0
holly face thumbnail,0
wdym steve die die ?,-1
imma honest. t look straight cheecks,-1
ready,1
"nobody dies, nobody dy",0
music buh,0
dustin die im gonna delete netflix,-1
vecna getting upgrade? really? fckin wings?!,-1
steve dustin die die please get thatso dont die,-1
ngl no hate but already feel v2 gonna way cringier n probably shit,-1
im ready not ready. cant let go,-1
omgg guy im literally pissing im excited,1
like stranger thingsits fell cozy good,1
"swear lucas, steve dustin die im gonna crash",-1
steve die die,-1
game baby gonna dope sick hell god mode 2025 2026 cool seein stranger thing 2025 december 25 2025 last season show see christmas eve 25 2025 almost time one week end second week see netflix 2025,1
nancy v freaking military!?!?,-1
many time watched this? yes,0
nancy stay strapped,0
nancy!!,1
"steve die, diedustin die, dieme die, cry",-1
look good lol yall keep,1
vecna time doesnt hate clock anything time?,-1
chat ... r cooked,0
damn guess there no tiamat thesselahydra,-1
let gooooooooo,1
dustin steve going,-1
nancy badass girl time!,1
door middle nowhere major dark tower sk reference,0
not steve baby,-1
008 nooo dont cry,0
storm trooper aaaah aim,0
"steve die, diedustin die, dieme die, cry nd sue duffer",-1
see hotrod nancy wheeler fan team.,0
need start seeing body drop volume 2,1
mean seen stranger thing,0
cant believe im 5 hour late,-1
steve dy im burning netflix,-1
sweet mather pearl,0
second volume ill studying final ill choose better thing future.......... choose happiness success,1
turned cinametics 100,1
think red room saw vecna end trailer spike child stomach red creature saw will painting.,0
no no no????????,-1
never hyped silly show,1
please dusty bun stevieee,0
waited derry finished stay relevant,0
im gonna cry,0
"else tearing steve dustin said die, die",-1
man! goosebump ive gotten watching new trailer crazy!,1
"26th december, red dead redemption 2 epic 31st december finale 1st.... like",1
cant wait,1
die die,-1
nancy walk em wheeler,1
not even christmas anymore stranger thing day,1
epic,1
nancy new sarah connor wanted????!!!,0
"who ready 2 hour episodes!! am!! need die, dustin, steve, william 11 but course annoying black kid!!",-1
die dieok steve,-1
"release ffs , comment care die , last season , let die , refreshing",0
"die, dieone two dying",-1
best final serial netflix world,1
"ugh, part 3 nye.",-1
holy got goosebump watching watched 6 time already,1
saying die die guys?guys?,-1
johnathon saying need team? x,0
"love song choice, remix dianna ross upside another 80 hit",1
robin? didnt see whole trailer,-1
epic season ever,1
military braindead. would still fighting main group protagonist vecna wiped as them?!?,-1
50 cent gonna drop next 4 episode diddy documentary surpass trailer no time.,1
time.,0
woahh anyone see 3 little weird tentacles?? weird head kinda.. think might tessel hydra yalllll,-1
die die,-1
told yall nancy needed machine gun,0
3 eps btw,0
oh goshhh,0
no dying! heart cant take it!,-1
whait but hopper died,0
"one thing sure though, eleven dying disappearing finale",0
else watched entire series last week,0
im excited but volume one pure shi ngl,1
upside,0
"no focus crazy, seeing last saw last do.",0
one last time!!!!,1
there always split scene hugging mom bed,0
frat boy cap,0
dustin steve may cooked,0
"die, die leave favorite duo alone!!!!",-1
vecna literally doraemon now. got anywhere door even,0
"yall. whoever thought steve dustin done friend bc whatever happened didnt happen vol.1 next part gonna prove wrong. said die, die. im shaking fear.",-1
3m,0
omg undoubtedly amazing,1
045 no way bro think dark,0
fuckin chill,-1
dustin dy aint watching,-1
ima tell kid commented st5 trailer,1
"robin vickie dies, im gonna find guys.",-1
026 thats doraemons anyway door,0
"footage feel like final episode, but vol 2, finale gonna thing, holy shit",-1
happy stranger thing christmas,1
top villain 4th dimensional electricity box derek built model vol 1? maybe powered vecnas 12 child go back time,0
doraemons anywhere door vecnas floating anywhere door.,0
not dry eye sight tm,0
lol,0
going sooo good. nancy badass shooting scene. dustin steve die know,1
gon die,-1
140 seems best steve dustin duo back finally,1
"steve die , die",-1
meannnnn die die!!?? either dy flipping table house!!,-1
nooooooo basically either steve dustin dy will!?,-1
dustin nd steve please dont die,0
let make liked comment volume 2,1
,1
"die, die plssss nooo",-1
not dustiney bun,-1
plss save vecna cost,0
,1
doctor strange shit vecna upside rightside demension x,-1
ayy nancy walk em wheeler,0
holy shi,0
flipping diana ross music upside like straightup genius.,1
hold waterpeak dropped,-1
thing know dy sue duffer joking btw,-1
arrepiouuuuuuuuuuuu,1
cant wait,1
steve dustin friendship backkkkk!!!!!!!!!!,1
vecna coming like mariah carey time!,1
c r n g,0
guess wrong 008. important,0
see vickie trailer followed demogorgon,0
"die, die? oh someone going to...",-1
"die,i die noooooo not againnnn",-1
"dustin die, dieno...please no.",-1
yes,0
"thanks, thumb up, great day.",1
cant wait,1
holly shit,-1
byleerrr,0
"whole time, everything weve ever assumed upside been, dead wrong plot twist?",-1
best trailer world,1
steve dustin need stop saying shit giving anxiety,-1
nah either dustin steve aint making fella,0
well go favorite character die die,-1
masterpiece,0
steve better not die!!!,-1
die die die die,-1
max back,1
pico,0
,1
isnt steve jonathan real world? dis get stuck upside down?,-1
epic stranger thing trailer weve ever seen,1
"steve dustin, brooooo!!!. get back tear.",0
"well, im gonna watch multiple time over.what mean everything know upside wrong!? twist aee come",-1
absolute cinema,1
"ok, 11 falling sky!!!",0
"steve die, diedustin die, diegot cry 140",-1
"military incompetent fiction, change mind.",-1
byler endgame eat upppp,0
please dont foreshadowing 136,0
not whole lot johnathan trailer...,0
time.,0
yall r missing big as red ball thingy sky,0
byler endgame cope,0
"think ending would hard , emotional unsettling but come writer maker show make good ending everyone survive end world nobody make sacrifice save",-1
everyone talking dustin steve dying but im happy friend,1
thanks google not giving ai slop,-1
"make traileri mean finally, someone making lister without giving away entire story",1
actually let sigh relief saw robin,1
"swear best final season tv history, whoooaaaa",1
im convinced theyre gonna lose point,-1
anything happens steve im gonna sue ur as netflix duffer brother,-1
nancy like war vet now?,0
030 holy sht look freaking incredible cant wait new episode,1
"mike look love el, mileven lives!!",1
best,1
lol huge let vecna already got hawkins big as portal show supposed end world vibe still fighting inside upside down?,-1
die die please brother,-1
hopefullly steve dy,-1
like button get scared thats cute,1
im show. end already.,-1
"no dustin dont say that, thats gay",-1
im hyped let fing go!!!!,1
"dont get it. could aired first half 7 episode october, taken break, finally aired finale december 30th wanted to. airing like this, considering number episodes, seems extremely absurd. isnt broadcast tv.",-1
steve dustin die also die,-1
"kali, el better destroy vecna. thats christmas present u",0
"absolutely love trailer. love theyve continued trend mixing current song st main theme. but, however, demobats?",1
t fire,1
043 cgi model dark????,0
camazotz,0
"theyre not showing much eleven, think must big twist coming.",0
ngl hate thing weve following however many season pull everything weve known whole time wrong might well say everything last couple season waste time. actually matter,-1
dustin steve duo back,0
"die, dieyou die, dieany even yous die, ill die",-1
051 best definition nancy walk em wheeler,0
duffer brother die steve die,-1
dustin steve nooooo,-1
not listen mareo madso saw video weird stranger thing way better,-1
"good lort, yall please stop playing like this.....can christmas come sooner",-1
"die, netflix die!",-1
108 steve outside upside first time trailer footage?,0
,1
might but vecna reason didnt look terrifying end.. face looked like someone without rage. something like dunno,0
thought show couldnt get better,1
"steve dustin die imma sad, lose next volume",-1
homage eddy vest tho..,0
watch stranger thing b4 final volume,0
indian assemble,0
wait. there pt2 last season? sigh,-1
think nancy walkem wheeler mad jonathan dies..??,-1
055 nancy walk em wheeler,0
commenting see theory right die not happy ending,-1
trailer felt like avenger endgame,1
dustin dy im suing netflix,0
,1
"really bad noah schnapp big role final season. performance god awful, especially compared season 2 will. hate made less talented lol",-1
wtf white haired scientist bish back?!,-1
holy shit,0
yessir,0
die dielikely one die thats steve,-1
kid fight demon minions. copy paste. repeat 9 years.,-1
wheres erica not shot mann,0
ohh kali.. eww,-1
die. broim not emotionally ready this.,-1
"oh cant wait!!!but me, joyce not vol 2 trailer??",1
god cant believe close end,-1
volume 2byler?,0
dont waste time watching stranger things.the video post much better stranger things. thats fact everyone acknowledge. h,1
warning netflix anything happens steve gonna last subscription netflix,0
no brooooo wheres derek,0
"die,i die heart",-1
hope better volume 1,1
"die, die.",-1
137 nooooo,-1
128 huge shockwave probably used destroy wall,-1
demodog going past vicki not attacking her??,0
woooooooooooooooooooooooooooooooooooow,0
havent excited xmas since kid!,1
wow,0
look like god particle dark,0
omg!!!!!,1
cant wait,1
die die.. die steve,-1
strange thing stranger thing people like much. couldnt make one episode boring af ripoff basically no thanks. welcome derry suck as but different reasons.,-1
hyped hyped hyped,1
137 omg finally said back dustin,1
vecna shape shifting like big p,0
hope release upside stranger thing remix,1
"like eldritch horror thing thats coming season. me, personally think need kind stuff",1
guy fear fokin life,-1
duffer brother im coming ya something happens steve dustie bun,-1
"way still gatekeeping mike scenes, cant",0
0031 oh cool deadlights?!??!,1
die die,-1
omg! theyre holding last episode new years?!?!,0
one getting clappw,0
,0
steve gonna hit uno reverse dustin sacrificing say something like die live,0
im getting scared,-1
please dont let die steve,-1
no idea going volume 1.,0
"damn , die die",-1
steve die im making season s6 vanishing duffer brotheres,0
nobody gonna talk willy ...... bro getting white eye againnn,0
,1
"trailer, ms. dyer look like female version rambo",1
107 welp jonathan speech confirms theory,-1
"oh god, love series!",1
054 nancy badass,1
054 nancy badass,1
im glad robin murray alive. die die. please dont die.,1
next week there stranger thing christmas special.,0
sooooo sickkk,-1
fan telugu vertion..,0
new year? new year?,1
"whole time, everything ever assumed upside dead wrong ohh??",-1
"die , netflix done",-1
next thursday.,0
doesnt look like gonna deliverim literally watching decade time done now.,-1
anyone 2026?,0
"die die,no one gonna die",-1
bro cooked,0
"steve die, die 136 dustin die, die 139",-1
ted still gon solo vecna,0
released watching stranger thing 3,0
nancy badass,1
rip robin jonathan. barely see ..,0
pls die?,-1
"die, die, thinking stfu",-1
hottie,0
"oh god, steve dead",-1
die die wrap,-1
think scene 105 isvecna sent demodogs hospital attack max physical body since shes trying escape want stop her.,0
"dont worry anymore , netflix, die day",-1
"dont waste time watching stanger things,the video channel far better mine",0
hug joyce omg.. think he monster,-1
vecna amar rahe.....,0
"vecna saying, time new world 125 gave chills. also gang charging upside look epic!",1
show year volume 1excitingvolume 2 predictionheartbreakingvolume 3every emotion combined,0
"die die, go rampage gta 5",0
t u dead season 2 crazy,1
never regret watching show,1
everyone remember watch slow motion! sooo much catch!!,1
nooooo not steve dustin please,-1
okey stop killing steve say,-1
jonathan?!?!,0
finna fire,1
"crazyyyyyyyyyyyyyyyyyyy , but no u die die plsssssssssssssss",-1
atleast one main character die mentally prepared,-1
die die,-1
"welcome derry threw heavy gauntlet... stranger thing poised pick up, snap fingers.",1
reason im pumped christmas year,1
idea dark 1899!! wow netflix!!,1
030 think eddy beby,0
well vol 1 absolute trash except last scene. like writer brain fallen still havent found yet.,-1
dont dare die,-1
watching school,0
rip steve,-1
die die die die,-1
no one mention joyce isnt there?,0
please die make shit bit interesting,-1
need psychologist janiart 1st.,0
oh gonna red christmas,1
why no one talking 138 look like nancy jonathan,0
vickies cooked,0
welcome derry better thn,1
,-1
whoever gave name like kali el? theyre together like kalel? never strike,0
136 holy mother fine shyt steve harrington,0
cant wait,1
im excited v2 gonna good,1
tell nancy high schooler never shot rifle. shoot military train soldiers. show really went rail,-1
cant wait !!!!!!!!!!!,1
im watching show free imagine paying netflix big old 2025,1
crazy yall dropped trailer right welcome derry yall knew yall competition,-1
gonna go 2026 devastated,-1
nancy walk em wheeler,0
nah look ahh,1
106 robin also standing military guy get attacked demodog.. istg robin dy die,-1
die istg new episode named disappearance duffer brother,0
dislike like upsidedown,0
wheres patty this?im expecting significant role otherwise whats point introducing her?,0
holly still prettiest girl earth,1
there someone falling sky one shot dont think vecna.,-1
nancy walk em wheeler back absolute savage,-1
byler isnt endgame im done,-1
"thing happen. steve dustin , netflix gonna end . gomma lakka sethanaunga",0
"finally, actual trailer volume 2, kept seeing fake, fan made one appear fyp",0
know byler kissing,0
waited long last season suck,-1
steve dustin please dont dieeeee!!!!!!!,-1
nancy walk em wheeler,0
nancy,1
"2 thingsnancy popping machine gun made yell wolverines!!!!2. pennywise, die die thats way is. iykyk",-1
055 nancy walkemdown wheeler usual,0
wheres trailer?,0
"dustin dies, cry",-1
hell want dont even think steve dustin,-1
"loved when, coming stairs, changed form vecna, omg!!",1
not die dieim not ready please,-1
cant wait finish dookie as series finally get rid netflix. holy shit. know coming too. lol,1
vicky no no yuri noooo,-1
go hard.,0
"die, die duo back",0
seems like darkk,0
yeeeeeah!!!,1
die die,0
absolutely cinema,1
die,0
think steve die saving jonathan nancy dustin. max die saving children. kali dy vecna too.eleven disappear upside fight.,-1
ud nothing but breeding ground vecna. demo arent monster hoomans turned demo.,-1
total goosebump man epic,0
not two character desperately want stay alive saying die die,-1
finally !!! love,1
producer much plot armor? writer yes,0
105 noooooooooo,-1
instant goosebumps. every. single. frame.,1
nancy underrated asf,-1
heck argyle????,-1
t corny bro,-1
please tell upside season theme song!,-1
"die, die come true duffer brother gonna say line.",-1
die dieme die die,-1
robin goner,-1
eleven sister,-1
aaaahhh,0
happy ending no one dy yeah let that!,1
look boring,-1
welcome derry better season 5 way dragged way long grown cast disappointing ill still watch anyway,-1
