manually_labelled_snetiment,comment_id,author,text,published_at,likes
neutral,Ugytp7_6JQHoOuBD7rl4AaABAg,@MSB-eu9rn,I find it interesting that they didn't include any of the other children that were recently taken.,2025-12-15T18:23:50Z,0
positive,UgyM_nqqqJCyHoK3dPl4AaABAg,@ZarperAndEvos,I CANT WAIT,2025-12-16T11:42:36Z,0
neutral,UgySYCmAEbBBFvm7u9R4AaABAg,@Cosmic_alexia,1:20 cant choose what skin to have,2025-12-16T15:56:50Z,0
positive,Ugzdefwpin-ERgLp8gx4AaABAg,@nancyakpik-17,man I'll miss you stranger things,2025-12-20T07:21:49Z,0
positive,UgwZmXdTg7FK2KZUMjd4AaABAg,@Quickstep.,"""You die, i die"" 
ABSOLUTELY NOT",2025-12-16T04:10:37Z,0
neutral,Ugw_hMemieAgM0FfbXR4AaABAg,@nickjjismyhusband,LUMAX PLEASE REUNITE 😢,2025-12-15T21:46:03Z,0
positive,Ugy93PZxdJ2H7gBfEb14AaABAg,@Vectorshiftgaming,This is gonna be epic,2025-12-15T13:47:30Z,2
neutral,UgzcGq20McplBxqpvKl4AaABAg,@JoJo-d5m1z,"Really miss the mindflayer as the villain..should've been the main villain it was terrifying, mysterious and powerful ...Instead we got a telekinetic Groot boi ..",2025-12-15T14:57:06Z,0
positive,UgyL3LMR_bRje-CzPSl4AaABAg,@AriadnaNietoCánovas,Wow,2025-12-15T14:01:38Z,0
negative,UgxIo9YzKhhYjLlr0fZ4AaABAg,@0Zero0x,I really hope it's a despair ending,2025-12-16T23:32:22Z,0
neutral,UgyWGW8pkd-4wdfkeRx4AaABAg,@sohomghosh5181,So many finales happening at the same time 🥲💔,2025-12-15T14:53:40Z,0
neutral,UgzAIaNd7opJIdp712x4AaABAg,@giuliafuturephilosopher,why’s no one talking abt the white door? i’m curious abt it,2025-12-15T14:04:16Z,1
neutral,UgzZDP0ISRis1DWuHjN4AaABAg,@nathanl1461,"Is my mind going into overdrive, or did I hear the Thessalhydra? Swear the fact Dustin sayin what he said in front of the drawing too was a nod to it!",2025-12-16T10:09:43Z,0
neutral,Ugx57mYMc6rz9Ci-60N4AaABAg,@FaRy_812,Dont plzzzzzzzzzz   “U die i die”,2025-12-20T11:24:25Z,0
positive,Ugx4YIZIXjQySZ8vQzN4AaABAg,@Gvibes24,Christmas needs to hurry up.  😭😂,2025-12-15T16:45:30Z,0
positive,UgyDxZY0HvA5p4foCAl4AaABAg,@Chandu_tales,"Real christmas 🎁 begins now!! You die, I die...",2025-12-18T05:08:37Z,0
neutral,Ugw71-bS_9kPamwWSYV4AaABAg,@krishnagopalrakshit7904,"You die I die
Likely one will die and that's steve😢",2025-12-15T19:08:08Z,0
neutral,UgwfGhIYCJMX4TDcqXZ4AaABAg,@bryamguzman221,OHHHHHHHHHHHHHH NOOOOOOOOOOOOOOOO,2025-12-16T01:11:53Z,0
positive,UgyGqbG8rLvQFjq-gaB4AaABAg,@liageorgiou3425,AAAAAAA IM SO EXCITED 😭😭😭💙💛,2025-12-15T14:30:40Z,0
neutral,Ugy_ZVpDPmzPWwLkD794AaABAg,@sun-gjin-woo,Waiting for mokka commentry,2025-12-15T15:33:44Z,0
neutral,UgzS_lDilw2VQ9MAeCh4AaABAg,@mrgenesis6289,At 0:55 Nancy became RAMBO ❤,2025-12-16T10:15:18Z,1
positive,UgzyGDPIN4ksfcKQmiF4AaABAg,@Egg-f2o,This looks EPIC,2025-12-15T21:48:03Z,1
neutral,Ugw4igtVk98IWbkmLKF4AaABAg,@MRBURGR,Are we getting max back?,2025-12-15T14:07:34Z,0
positive,UgzUcjl-1yHAP9Mijqx4AaABAg,@anusharajeev,The trailer already sent chills down my spine. Just imagine watching the whole thing! So excited for the 26th🤩🤩,2025-12-15T18:37:58Z,0
neutral,UgzBkcplXZZLXy9078p4AaABAg,@Kadddexx,why are they talking about dying?!!! no no no no no no no no no no,2025-12-15T15:26:13Z,0
positive,UgxvwGjAP73qfaTkELp4AaABAg,@Pitchside_Tales_ll,If Steve dies ww3 begins,2025-12-15T14:02:57Z,1
positive,UgyagFhopZlo1v6dsFh4AaABAg,@JustinW2980,I don’t know if I ever been this excited about a TV show.,2025-12-16T02:53:28Z,0
neutral,Ugx1QDTbOg6hNkEr2eZ4AaABAg,@Barbiewithgun,Less than 4 hours gang here 👇,2025-12-15T16:47:15Z,1
positive,UgyVHEeLHD7VbBjL3qN4AaABAg,@Disciple-ofJC,Ngl Vol 2 looks like its gonna be even more of a banger,2025-12-15T14:21:33Z,0
neutral,UgwuKGg6CYBus1c-ESN4AaABAg,@shelby19s,Plzz max and holly don't die,2025-12-15T16:23:24Z,0
neutral,UgzZ8r51kEHD2gHhwoB4AaABAg,@tomsik7657,",,Avengers: Endgame"" ahh trailer",2025-12-15T14:50:24Z,1
positive,UgybaoOZVNJGZLpLeRp4AaABAg,@elsie2521,Enjoying this goated ahh trailer then realizing this will be the last season LIKE TF U MEAN I'M EXPECTED TO SEE NO MORE OF THIS AFTER NEW YEAR?!?!????,2025-12-15T14:25:51Z,0
positive,UgxHCwWb3TfjJ4coclZ4AaABAg,@Toriaa95,Now it's almost time for OUR suffering to end 😭,2025-12-15T14:34:35Z,1
positive,UgzhFSUQV2E05Ffl5Zt4AaABAg,@jazminebrook,"that ""you die, i die"" moment gave me LITERAL full body chills.",2025-12-15T23:45:39Z,0
neutral,Ugz3p2dRs2vwToG7TC54AaABAg,@АлексейКлышбаев,Не ну то что обычные школьники стреляют.как заправские морпехи это уже перебор,2025-12-15T15:22:47Z,0
neutral,Ugw6L8nNn2fbL5P1j954AaABAg,@AnittaBlox,Nooo Stive,2025-12-15T21:18:40Z,1
neutral,Ugwp1OZLuGXcdSlmwfx4AaABAg,@varad6535,"""You Die, I die""
If You Die The Duffer Brothers Die",2025-12-15T14:44:43Z,1
neutral,UgyQUvinzgDjknfR_MF4AaABAg,@somabhattacharya4394,Vecna using Doremon door🗿,2025-12-15T17:46:08Z,1
neutral,UgwpRVJrWasLMmKidqp4AaABAg,@derfritz4550,"so Vecna needs the Kids and their "" energy"" to break trough into our world completely i guess?


damn he will drain this kids like batterys :(",2025-12-15T21:31:11Z,0
neutral,UgwBgLg6TmEjj_BwlON4AaABAg,@carinadourado2995,❤❤❤❤❤❤❤,2025-12-15T14:38:35Z,0
neutral,Ugx1J0WxC9lyWh5b6vJ4AaABAg,@arianna.iturner,"""You die I die"" call back from s3 BUT NOW IM SCARED ONE OF THEM IS GONNA DIE!!!",2025-12-15T13:44:31Z,0
positive,UgyLFXgbGFJJdPPQcO54AaABAg,@ipohondrick,Epice !!,2025-12-15T18:17:27Z,0
neutral,UgzxriwPvMdXiSxq6TF4AaABAg,@j4ward95,I needed this trailer after watching John Cena’s final match…,2025-12-15T14:10:35Z,0
positive,UgzWdzuJ9I5TC404TP14AaABAg,@Xret_621,It’s too good  I pissed myself,2025-12-15T17:49:36Z,0
neutral,UgyIKVf0u5R2PErdeqd4AaABAg,@claramu3868,Portals give kind of DARK vibes,2025-12-16T10:26:59Z,0
positive,Ugy0Hm5frBb7Ey3rsoN4AaABAg,@Serco5,THE BEST SERIES VOLUME 2 LOOOOOOOOOL,2025-12-15T13:41:43Z,3
neutral,UgzwFWkWOYPrtqzzTvl4AaABAg,@zyluw,"Will, Eleven, eight vs Vecna in the finale would feed families🔥🔥",2025-12-15T14:25:54Z,1
neutral,UgyoSBUcxw6PQMH1M_54AaABAg,@OndrejPohlodko-k9i,❤️❤️❤️❤️,2025-12-16T00:07:30Z,0
positive,UgwHkmYYqQBsjtz-X7V4AaABAg,@Hearts.Summer,From all of the trailers we all know this is a series we will never forget 🥹✊,2025-12-15T14:23:25Z,1
neutral,UgyTVoMTK7iH6u9FxcV4AaABAg,@MiaHart-m2h,"I’m calling it, Steve and Dustin I’m 100% dying",2025-12-16T02:58:51Z,0
negative,Ugz4zgKjBkEW0SjMmp54AaABAg,@pulser47,Cmon now with the spoiler thumbnail smh,2025-12-15T21:19:43Z,0
neutral,UgygJU7Ttl-xj7hNDK94AaABAg,@shahrbanooShadpoori,"""You die, i die""
Chill guys no one dies, except for jonathan of course😂😂",2025-12-15T16:28:52Z,0
neutral,UgyBPUR-YrIJskr_8vd4AaABAg,@leandrozappala,"The door Max and Holly go through leads to the Wheelers’ basement.
The ceiling goes down, like they’re going underground.
And it’s the same door from Season 1, when Mike’s mom calls them to dinner.
Coincidence? Check it yourself.",2025-12-19T21:48:58Z,0
neutral,UgzHeDAGzml0eZNWSDN4AaABAg,@AL_sharks,1:19 robins dead,2025-12-16T00:15:33Z,0
positive,UgyUGX99PAi1EW2QE4x4AaABAg,@AsmrAudy8,its timeeeeeeee,2025-12-15T16:44:44Z,0
positive,UgxFDGlJYt-PgHnTcEZ4AaABAg,@Max_Mayfieldsimp,HOLLY IS COOKED💀,2025-12-15T13:46:19Z,0
neutral,Ugwza0QLRoOdUOdgLqR4AaABAg,@jamiwer85,Seeing more of Steve at least gives me hope that he won’t die in shock jock,2025-12-15T18:18:28Z,3
positive,UgyCROAya8TXnZApdsd4AaABAg,@Virajv5,"""If you die, i die"" 🥀",2025-12-15T13:47:12Z,0
positive,UgxmiuMSKgOBoG-sPZd4AaABAg,@BCR_Fishing_2010,best christmas present ever,2025-12-15T22:23:57Z,0
neutral,Ugx76-RMTL_NVFOxE114AaABAg,@GhostRider-by8jx,why it feels like the last tune i heard in some other movie trailer.Any guess guys?,2025-12-16T07:35:08Z,0
neutral,UgwgyT9mG_cpZ7JHxVZ4AaABAg,@TanishRealm,🔥🔥🔥🔥,2025-12-15T21:14:24Z,0
neutral,Ugwa-TDUTUdAGaO4Vuh4AaABAg,@aeeallearthinessentertainm238,Jonathan died 🤧,2025-12-15T14:15:40Z,0
positive,UgzbDTxZ--Xv4dhHrQN4AaABAg,@ريانالنافعي-ظ1ذ,We are eagerly awaiting the next episode and don't want to be separated from the series. We hope for a happy ending,2025-12-15T14:21:33Z,1
positive,UgwTMDC2JV_jboEmv5t4AaABAg,@hgarcia7935,Oh shit! This is real!!🙈🤯🤯🤯,2025-12-15T13:55:46Z,0
neutral,Ugwdl1tSEHX8EKlpT994AaABAg,@justinmartinez1,It's going to be so scary when everyone survives.,2025-12-15T14:32:50Z,0
positive,Ugwx9XefpPUrj5ZJxcl4AaABAg,@Cardboard_Creations77,"Well, if it ain't Nancy walk em down Wheeler",2025-12-20T22:49:54Z,0
neutral,Ugx39ct8y8b6ixMjw5V4AaABAg,@aarna_shettyy,bye holly will be missed,2025-12-15T15:26:49Z,0
neutral,UgxsA6s6m8V2mDRG4Pt4AaABAg,@PoliticalGuy123,PLS LET DEREK HAVE SCREEN TIME I BEG OF THEE🙏🙏🙏,2025-12-15T23:08:01Z,0
neutral,Ugzh9wZvGCWxxthPn8t4AaABAg,@yourVishal7232,😢😢😢 steve,2025-12-15T14:10:37Z,0
neutral,UgybACcEA4nyWbwq3WF4AaABAg,@RedIndian08,Goosebumps,2025-12-15T22:13:45Z,0
neutral,UgzciNyOYAc8VRRJujV4AaABAg,@Pellwers,"1:42 I kneew it! My theory was that the upside down mirrored both dimension X and hawkins. If you go up into the sky inside the upside down, you probably end up in the upside down'ed dimension X! Think of the UD like a disc, in the middle of Mr. Clarke's drawing of the wormhole. The mindflayer can't travel through the hellscape, (where henry was seen flying in season 4,) so he needed a physical BRIDGE to cross. It might even have been paralleled with Johnathan and Steve climbing up the radio tower. So excited!",2025-12-15T14:41:33Z,0
neutral,Ugz7CLoKIHadVEDa_7N4AaABAg,@myfictionaluniverse,"1:38 ok so jancy just got BLASTED through the air oh my god

Also I reckon it's not Henry being hurtled through Dimension X in that zoomed out shot",2025-12-15T17:06:39Z,0
positive,Ugz11SvO9f63DQ94fBt4AaABAg,@hamna1843,"Never liked Nancy this much before 
Girl slay",2025-12-15T17:42:17Z,0
positive,Ugy9Q8uOCxnemnaFcRN4AaABAg,@edgargutierrezjr24,CHRISTMAS TIME,2025-12-16T12:39:42Z,1
neutral,UgygUnhWrtUC3w72ZKJ4AaABAg,@Memesforlive-y5b,"Team: Steve better not die down here
👇",2025-12-15T16:37:58Z,0
neutral,UgzrKwDOvZlNsZbgib54AaABAg,@Smallone-km9oi,"1:36 ""YOU DIE I DIE"" looks like Steve and Dustin are back 😢🎉",2025-12-15T13:45:23Z,18
positive,UgzVLOkeiPA1s0IPRYB4AaABAg,@kabiragarwal8921,Damn🤌🤌🔥🔥,2025-12-15T20:24:12Z,0
positive,UgwPjFHLQCLx9FZzUYN4AaABAg,@gamerxbeam,"steve and dustin say ""u die, i die"" we know some bad shit is about to go down",2025-12-15T14:13:04Z,0
positive,UgyHu8MgXPG9mezgoqJ4AaABAg,@Pakhee_k,Its tiiiiiimeeeee ............i DoNt wAnT A lOt foR ChRistMas,2025-12-16T09:30:43Z,0
neutral,UgzPTyBkQAxH9R0DadR4AaABAg,@EastToWestTCG,"To the people are threatening Netflix and the Duffer Brothers over a character potentially dying, you all realize the show is ending and you were never going to see them again anyways, right?",2025-12-17T15:16:02Z,1
positive,UgxURzFx_0PFGQC0Mm14AaABAg,@mastera734,This looks like a whole different show! Can't wait🔥🔥,2025-12-15T15:54:06Z,0
neutral,Ugx5huLhm1mtKsCTEjV4AaABAg,@threadpoolgam3s535,Either 11 dies a hero. Or Hopper dies saving her for redemption of not being able to save his own daughter.  I don’t care about the others.,2025-12-15T16:12:18Z,0
positive,Ugw2lS5pTL2ltsyQeNl4AaABAg,@alee_sagar7809,It's gonna be a banger,2025-12-15T15:57:15Z,1
positive,UgwWbdVFsO1gh0AKolh4AaABAg,@Hendricks-i9w,I'm so hyped for this 😁💯🗣️🔥,2025-12-16T05:20:18Z,1
neutral,UgwjzR3ZlKzU9JtJid14AaABAg,@Madesh.M-c4d9l,You die i die,2025-12-15T18:20:38Z,0
neutral,UgxAYA61inRkDgzlSXl4AaABAg,@EVILGAMER-0,1:45 dragon head,2025-12-15T13:55:16Z,4
neutral,UgwzhDP-8kgT57HBA_N4AaABAg,@Ecstaszy,no one is dying I swear on my soul,2025-12-15T16:07:01Z,0
positive,Ugw8yN7Si9Ehj-ECcEp4AaABAg,@Omermujeeb03,WE SO BACK BABYYYYYYYYYYY OOOOHHH TOO GOOD,2025-12-15T17:15:55Z,0
positive,UgxOa_s3d4usY4gZ9e14AaABAg,@Kurogiri-456-i0s,Yes,2025-12-15T17:13:05Z,0
neutral,UgzgCSZxUW24e2rFJMN4AaABAg,@rina-jpeg,wheres my byler.,2025-12-15T13:44:54Z,0
neutral,UgzKk1c7QUWvw9Y_6wF4AaABAg,@DharshiniS8,"Steve: You die,I die
Dustin: You die, I die
We: They die,  we all die 😭",2025-12-15T15:55:49Z,1
positive,UgyMAhjjVj4gpLyM1gZ4AaABAg,@sofiareyes7968,HOLY SHIT,2025-12-15T14:40:58Z,0
neutral,Ugwnn0nOX5RF-XpytB14AaABAg,@Kiran.Sharma12,"If anything happens to Steve and Dustin, Imma be Vecna irl and bring Duffer’s world upside down! 

Period!!",2025-12-15T15:19:39Z,0
neutral,UgwkuCLJFzt-IOmAAX14AaABAg,@Tnjhl,Steve no man - don’t die!,2025-12-15T14:23:01Z,0
neutral,UgzGmepjgtHrfIuFIhR4AaABAg,@shifaazahraa0,1:08 MILEVEN IS SO OVER BYLER IS HAPPENING,2025-12-15T15:54:00Z,0
positive,UgyVBfqD4imZ5G6PVlZ4AaABAg,@leina9670,NOT A SINGLE BYLER SCENE WE WONNNN,2025-12-15T15:52:57Z,1
neutral,Ugzqba-J8anLRjCJX6x4AaABAg,@oneandonlyvarter,early,2025-12-15T13:40:37Z,0
neutral,UgxNOWH_on57Af5zrWx4AaABAg,@BlackStarASMR,Nancy „Eat my bullets“ Wheeler,2025-12-16T03:30:59Z,0
neutral,UgyiqRSb-PnR7HOT5394AaABAg,@_whatisgoingon_,"""you die, i die"" 
uh so what if no one dies?? 
or a better one
what if i die?",2025-12-15T13:57:47Z,0
neutral,Ugzqkx7toEtB9s1SQQp4AaABAg,@PrantaChy-b8r,Steve 😢,2025-12-16T04:22:54Z,0
neutral,Ugz66GrTrYwLBs66hod4AaABAg,@AJB9806,0:50 the bullet hits matching the music and then the Nancy reveal… 😙👌🏻 pure cinema,2025-12-15T17:25:30Z,1
positive,UgxCcP5p3xskVYArpGp4AaABAg,@reneérappfan,THIS IS SOOO HELLA GOOOD,2025-12-15T16:44:43Z,0
positive,UgxpDdmq2um2FpOLw1x4AaABAg,@XaviPz-z5f,they ruined the musiccc 0/10 trailer,2025-12-15T21:01:44Z,0
neutral,Ugwzn0z8A0HmExY_MdJ4AaABAg,@franestrada6189,"Go girl, give us nothing!",2025-12-15T18:29:29Z,0
neutral,UgylcqOIQmHN7HwFcqh4AaABAg,@Adoreaishaaa,Oh hell no he just randomly decided to turn into Vecna after Max told her she had to go back?😭 Ngl I thought that was a dumb idea because if their in Henry’s memories he can probably read their mind☠️ Like when he got Holly that gift and she asked “How’d you know”,2025-12-16T19:14:00Z,0
neutral,UgzPEONCJzU2vwLKqFp4AaABAg,@christianabeldangol,Ehh how  about nobody dies 😭😭😭,2025-12-15T21:52:40Z,0
neutral,UgwYzfH1TRFVrQiFhjx4AaABAg,@crayolinnn,Byler endgame,2025-12-15T14:22:56Z,1
neutral,UgzUoZCKdrJLtFjkXU14AaABAg,@ILoveNirvana94,BYLERRRRRRR🎉,2025-12-15T16:07:27Z,0
neutral,Ugxiu01_CAzSZQ5WcFt4AaABAg,@cobalt8065,Rock hard,2025-12-15T18:21:58Z,0
neutral,UgxBpU65-cTt3U5uhvF4AaABAg,@Lush_angela,Malayaliss ❤,2025-12-15T18:07:02Z,0
neutral,UgxtxIdXH4MhyLt8RWZ4AaABAg,@JT-oh2dq,"""you die, i die"" HELLLLL NAWWWWWWWW.... OHHHHHH LOOORRRDDDDDDD-😭😭😭😭😭😭😭😭😭😭😭😭😭😭",2025-12-15T14:16:52Z,2
positive,UgwvGaaoWiZGQ_9o2P94AaABAg,@amitachand6460,no plsss this is crazy im not ready omfggg,2025-12-15T14:12:29Z,0
positive,UgzKp4_4v4Avakk4LAh4AaABAg,@tammypennington9495,I don’t know how they do it…but it just keeps getting better!❤,2025-12-15T14:16:50Z,0
positive,UgzSnmluyD0yf9Y31B94AaABAg,@liooooooooooooooooooooooo,"I dont like the ""you die, i die"" scenes ToT also the demodogs are back!!",2025-12-15T17:22:00Z,0
neutral,UgzCEANeyUxqWTMD1bx4AaABAg,@winterzzz-RBLX,Is this supposed to be a good Christmas gift or bad Christmas gift on Christmas cuz of the date yk,2025-12-15T22:43:45Z,1
positive,Ugwiyqknj3VJ-a7Rlqp4AaABAg,@PeterGodwin-k7w,"The Legends who watched the video less than 5 hours after released, gather here ⚡",2025-12-15T15:30:37Z,0
neutral,Ugz09SYrB0D5tKLrFt54AaABAg,@cauaguimaraes9305,STEVE DEFINITELY DYING,2025-12-15T15:00:41Z,0
negative,Ugx8t2xFS1BejcSBl1l4AaABAg,@BlackStarASMR,"Plot dies, special effects live.",2025-12-15T14:57:55Z,0
neutral,UgyBcC1KUBgRMqZDisB4AaABAg,@Iris_im,Johnathan????? Why such less screen time he definitely ded,2025-12-15T20:39:44Z,0
neutral,UgzAYhV_BYtvRbOo3hB4AaABAg,@greenblue6935,Can't believe they've leaked that eleven gets killed off 😮,2025-12-15T15:20:18Z,0
positive,UgydYHL8QOVaINUFdDp4AaABAg,@Tweenlife-t1g,When is this outttttt,2025-12-15T16:26:34Z,0
neutral,UgzX7pYEtbQuqiYjYsB4AaABAg,@TrekurianAlexander,Why will don't get shown that much,2025-12-16T17:44:15Z,0
positive,Ugyxh_k4AiRdm3LBd6x4AaABAg,@MR-uu7tq,"I can't wait so excited, I'm ready but not ready at the same time for this",2025-12-15T15:39:07Z,0
neutral,Ugz5J3uZqT1TjIlIDeR4AaABAg,@luisguzman-y2d,"Don't worry Anymore , Netflix, we all die on the same day😭",2025-12-15T19:00:44Z,1
neutral,UgzIexnK5kOLY6QI10N4AaABAg,@Eddieeeeh,Will b like: v in the endgame now,2025-12-15T13:54:26Z,0
neutral,Ugy-tddFZkG6dzXAsIR4AaABAg,@bettercallabhinav,we're in the endgame now,2025-12-15T14:17:25Z,1
neutral,UgzMN7U5xAHcd94FE7Z4AaABAg,@BathiriGnanankith,You die I die 🤌🫶,2025-12-15T17:31:23Z,0
neutral,UgzrkN74a-USfP33xV54AaABAg,@Aderhb,THE THESSALHYDRAAA,2025-12-15T17:46:30Z,0
neutral,Ugz38_6SDGm7Ho4Q-JN4AaABAg,@nico_movie,Let’s see who dies first.,2025-12-15T19:43:22Z,0
neutral,Ugyfthp_ihSBmYRoPh14AaABAg,@winkhantaung9436,AI is getting too scary,2025-12-15T17:00:57Z,0
neutral,UgyBtk2HnOzBhUDie054AaABAg,@TheVillainaire,God,2025-12-15T16:22:02Z,0
neutral,UgwVb4VTVDMZJus-bA94AaABAg,@NateBuckingham,So happy Dustin and Steve are friends now but I’m kinda worried …,2025-12-16T04:34:56Z,0
positive,Ugym9-MnPLcQ1ixEd4Z4AaABAg,@Swastik0011,Volume 2 trailer wasn't necessary but it is so soo awesome!!!,2025-12-15T14:46:50Z,2
neutral,UgygnVjis-BztwKm24V4AaABAg,@Adwin-i5l,"Steve: you die i die 
Dustin: you die i die
Me:you guys die i die😭",2025-12-16T15:55:39Z,0
positive,UgzqfAPvblMSSmFJf2F4AaABAg,@valdenirmarcondes197,"""It is time for new world!"" 

EU TÔ TODO ARREPIADO",2025-12-15T14:22:36Z,0
neutral,Ugz9B7GvaKqq44PkAxV4AaABAg,@smasheratharv-on2ho,You die i die,2025-12-16T18:22:10Z,0
neutral,Ugzm-JtQ2LsU_3R0ycV4AaABAg,@elijahbruce7582,I wonder do the military going to hunt will now because if his powers,2025-12-15T16:19:45Z,0
neutral,UgwGekfGbwVE0jI_zMB4AaABAg,@Shaebruv,this is the vol 2 trailer btw,2025-12-16T00:21:00Z,0
positive,UgzUzFXOCL9CwYwxedB4AaABAg,@Werkaxo,I don't think I'm ready for this..NOT THIS,2025-12-15T15:41:56Z,0
positive,UgxSwcyrjPFtw6MQ_hN4AaABAg,@SoumikPal-r4r,It's gonna be peak🙌,2025-12-15T15:49:44Z,0
positive,UgyY4Pi3iuEBGSi4g0R4AaABAg,@chris6700,Looks so much better than part 1.,2025-12-15T18:11:27Z,0
neutral,Ugy5ewrPzUNCsUGmE0F4AaABAg,@maplejet,"I hate to say this, but someone is probably not making it out the volume.",2025-12-15T23:52:52Z,0
neutral,UgwYdU7YKsjEhuJ86GF4AaABAg,@ujjwalgarg1540,You die I die wtf is that no one should die!,2025-12-15T15:40:58Z,0
neutral,UgyTwAKfRDg_WFnLRPt4AaABAg,@Drew_Frenchie,Please tell me Ted Walk em down Wheeler has powers,2025-12-24T06:07:27Z,0
neutral,Ugx45Z4RVXBEWwMxSqV4AaABAg,@WildRider_789,stranger things zero point,2025-12-15T18:41:29Z,0
neutral,Ugzrb7oNZQor86848Mh4AaABAg,@sleepnow3053,VICKY NOO,2025-12-15T15:20:09Z,0
neutral,UgxeTD5tZpax1mZ4HWJ4AaABAg,@MRRduckylikygoody,I wonder how hard it was making vecna turn to Henry and 001 every second...,2025-12-16T09:07:50Z,0
neutral,UgySCL5sAkAI-mfK0W94AaABAg,@zayyuhh,0:55 Nancy wheeler moving militant…Bet.,2025-12-15T15:30:58Z,0
neutral,Ugxoe0boLlQ9hNVOFol4AaABAg,@ImansyahAdih,Gacor ini gak sabarrrrr🎉,2025-12-15T16:39:32Z,0
neutral,UgxFW8VRlCL23nTX06p4AaABAg,@Parmeey,Steve and Dustin better be safe.,2025-12-15T16:32:10Z,1
neutral,UgxYNxT9kS84FGpCJ2l4AaABAg,@saielectronics8830,I think steve is gonna die while saving dustin.😢😢,2025-12-16T16:51:28Z,0
neutral,Ugy5oxrDZBypNjudWGh4AaABAg,@sadeenai,حريقةةةةةةةةةة🔥🔥🔥🔥,2025-12-15T17:17:12Z,1
positive,UgzUUEk9nsS3hKHQfOF4AaABAg,@MonetAllen-b1k,Steve and Dustin the brothers neither knew was needed,2025-12-16T07:02:26Z,0
neutral,UgykzPa_vCQIqPi9ljh4AaABAg,@jezzyj2987,Wtf so intense,2025-12-15T14:25:41Z,0
neutral,UgzPlbdNIptdVV31jGB4AaABAg,@Cinefactmalayalam,എന്തോന്നാടെയ് പടച്ചു വിടുന്നത് 🔥🥵🥵🔥,2025-12-15T13:53:10Z,0
neutral,UgyfiGjkgrCEdXkvYL94AaABAg,@narcoticopium332,"You Lied And I Died ! 
            Georgie Denbrough",2025-12-15T18:01:30Z,0
neutral,UgxwQa21NQaiyUnDkAZ4AaABAg,@Leonardo-gr9fp,😮,2025-12-15T16:27:17Z,0
neutral,UgyxtTnGzP6KTeL_sYJ4AaABAg,@MNaz0078,NACNY WALK EM DOWN WHEELER,2025-12-15T15:35:40Z,0
negative,UgzDwry4GIFRQgNwh2J4AaABAg,@Bollybuyumba123,gay bitch,2025-12-15T22:49:50Z,0
neutral,Ugw46AzNn76H_f6BPD94AaABAg,@camdenskindagay,conan grays ex had quite the glow up,2025-12-17T01:55:19Z,0
neutral,UgzHdYTpSZJtq_ntfqZ4AaABAg,@Morningstarssss,MILEVEN ENDGAMEE AND ALSO ELEVEN BETTER DO VENCA INN,2025-12-15T14:28:32Z,0
positive,Ugy8ZdTSi66wyEeAzmd4AaABAg,@vincemartinez1666,So we getting new upside down rules and reveals ??? Hell yea,2025-12-15T13:49:03Z,0
positive,UgzwhyFHwvAH8lYM7kB4AaABAg,@gw_mandeep_yt7790,It will a game-changer,2025-12-15T16:08:21Z,0
positive,UgxDAg77S7_R3hRb8jp4AaABAg,@iamsrg_24_7,Yeaaahhhhhhhh❤,2025-12-15T13:51:00Z,0
positive,UgxfjFUyQGSQ-z2ek-Z4AaABAg,@Noasark27,This version of the song is so peak,2025-12-15T23:43:59Z,0
neutral,UgwxM9m9VQtB3QzY6Ql4AaABAg,@abel68i,Omg,2025-12-15T16:39:46Z,0
