,comment_id,author,text,likes,published_at,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_label,roberta_label,pipeline_label
8245,Ugwsl0_D-VgRg7fUnOl4AaABAg,@KakaSushila,"Oh yeah I'm sorry I gotta say I will say I'm gonna say it , Stranger things ending before GTA 6 💀",0,2025-12-15T19:40:23Z,0.07,0.811,0.119,0.2263,0.4539197087287903,0.4427570700645447,0.10332323610782623,positive,negative,negative
8246,UgwNTxv0l2cU2yDP0_t4AaABAg,@SentinusTv,😮😮,0,2025-12-15T19:39:57Z,0.0,1.0,0.0,0.0,0.7815884351730347,0.1871984601020813,0.031213141977787018,neutral,negative,negative
8247,UgyWq0osn1s3dYA-2-J4AaABAg,@blueplayer99,"Steve: You die, i die!
Dustin: You die, i die!
Me: you both die, Netflix die!!!",0,2025-12-15T19:39:46Z,0.754,0.246,0.0,-0.9789,0.6896862387657166,0.2737795114517212,0.03653423860669136,negative,negative,negative
8248,UgwKCWjrA6vseby0_mV4AaABAg,@Lanthor20,"Hey guys, is season 5 the last season?",0,2025-12-15T19:39:46Z,0.0,1.0,0.0,0.0,0.012045971117913723,0.8835074305534363,0.10444659739732742,neutral,neutral,negative
8249,Ugwnh4Q9euWmCK9AIOZ4AaABAg,@SouvikKarmakar1,SHUT UP 🤯,0,2025-12-15T19:39:45Z,0.0,1.0,0.0,0.0,0.7854227423667908,0.17463111877441406,0.03994607552886009,neutral,negative,negative
8250,UgysRrHKtx0tQLOJAIx4AaABAg,@Sanj0401,"The tears I had when I heard Steve and Dustin said, “if you die, i die” noooo i cant istg if they die im suing 😭😭",0,2025-12-15T19:39:28Z,0.396,0.604,0.0,-0.8957,0.873327374458313,0.11354734748601913,0.013125319965183735,negative,negative,negative
8251,UgxKeEkVA443Qeb6NxF4AaABAg,@PandelisMnimatides,Is Vecna still supposed to be scary?,0,2025-12-15T19:39:19Z,0.348,0.652,0.0,-0.4939,0.3520396649837494,0.6199051141738892,0.02805524691939354,negative,neutral,negative
8252,UgyvB-5ggDCbYNlGP1N4AaABAg,@keeno5265,Ooooooooooooh,0,2025-12-15T19:39:14Z,0.0,1.0,0.0,0.0,0.3746538460254669,0.4899217188358307,0.1354244500398636,neutral,neutral,positive
8253,Ugxa6oV2UJTOjUkmy794AaABAg,@leonard8557,Thesselhydra anywhere??,0,2025-12-15T19:38:45Z,0.0,1.0,0.0,0.0,0.06213197112083435,0.8941402435302734,0.04372788220643997,neutral,neutral,negative
8254,UgxNmMefGHz9c_wpE1V4AaABAg,@josyannebisson5313,oh no Steve is going to die,0,2025-12-15T19:38:34Z,0.55,0.45,0.0,-0.7269,0.898948609828949,0.0948251262307167,0.006226294208317995,negative,negative,negative
8255,UgwCL5fBF_JkGM7rnrB4AaABAg,@livbe_dumb,"THE BEST, MOST BEAUTIFUL, MOST WONDERFUL SERIES I'VE EVER WATCHED IN MY LIFE. YOU ARE PERFECT, MAGNIFICENT, BEYOND AMAZING. A VERY NICE, GOOD SERIES. I RECOMMEND IT TO EVERYONE. WATCH IT, HAVE THEM WATCH IT. I SWEAR I HAVE NEVER SEEN A BETTER SERIES THAN THIS SERIES. UNTIL I WATCHED THIS SERIES, I FELT LIKE I COULDN'T DO MY LIFE. ALMOST PERFECT IN EVERY DETAIL, EVERYTHING IS THOUGHT OUT TO THE SMALLEST DETAIL. IT WAS WORTH THE WAIT. EVERYTHING IS DEFINITELY THOUGHT OUT TO THE SMALLEST DETAIL, AND ACTION, THRILLER, HORROR, NOSTALGIA, EVERYTHING IS HERE. ABOVE ALL, WITH THE SAME PEOPLE SINCE 2016, FOR 10 YEARS, SO GOOD, I'M GOING TO CRY, I SWEAR. MY MOUTH IS OPEN, EVERY SECOND I WATCH IT. IT'S A PERFECT SERIES. NO SERIES CAN TAKE THE PLACE OF THIS SERIES. NO SERIES, FILM, CINEMA, WHATEVER, CAN SURPASS THIS. STRANGER THINGS BEST🫀🫀🫀🫀🫀🫀🫀❤🌹🤌🤌🤌🤌🔥🔥🔥👊🏿🫀❤❤🌹🔥🔥🔥🔥🔥🔥🔥🌹🌹❤🫀🫀😻😻😻😻😻😻💋💋💋💋💋🔥🔥🔥🔥🤍🤍🤍🤍🤍🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶",1,2025-12-15T19:38:26Z,0.104,0.56,0.336,0.9948,0.008814208209514618,0.051958467811346054,0.939227283000946,positive,positive,positive
8256,UgzOtHWSgEFJhYRzul54AaABAg,@6ject-6,If they die duffer brothers die 🙏,0,2025-12-15T19:38:09Z,0.661,0.339,0.0,-0.8316,0.7292738556861877,0.2555221915245056,0.01520389225333929,negative,negative,negative
8257,UgxL0gIwVzBcuZt2dJZ4AaABAg,@ZelGlazerNr1,"That scene of Steve and Dustin kinda makes me think that both will survive. The Duffer Brothers are probally hyping that Theory so much, so people end up being surprised when someone else dies (maybe Nancy and Jonathan which many don't expect to die).",0,2025-12-15T19:38:07Z,0.0,0.958,0.042,0.2263,0.09040182083845139,0.5832622051239014,0.32633593678474426,positive,neutral,positive
8258,Ugx4HboimPeug9jK5xN4AaABAg,@EclipsezFN,Bring edit back 🗣️🔥🔥🔥,0,2025-12-15T19:38:02Z,0.0,1.0,0.0,0.0,0.01680060289800167,0.3889072835445404,0.5942921042442322,neutral,positive,positive
8259,UgydX5rmDhc5G6Y2Q4F4AaABAg,@aaa-cd9wj,1:36 1:39 NOOO 😭,1,2025-12-15T19:37:58Z,0.0,1.0,0.0,0.0,0.5017125606536865,0.42990243434906006,0.06838499754667282,neutral,negative,negative
8260,UgxB6e2utQrorpj5BWh4AaABAg,@egretfx,"i dont know who you are, but thanks for spoiling it, thank you.",0,2025-12-15T19:37:56Z,0.0,0.585,0.415,0.7964,0.021332623437047005,0.12212289124727249,0.8565444946289062,positive,positive,positive
8261,Ugxc2hh_wPOd2zN_u7p4AaABAg,@reobeem,"Steve ""You die, I die""
Dustin ""You die, I die""
Red Queen ""You're all to to die down here""",0,2025-12-15T19:37:46Z,0.619,0.381,0.0,-0.9661,0.5296295881271362,0.43359091877937317,0.0367795005440712,negative,negative,negative
8262,Ugw2jfDYHLhVpOdZNUl4AaABAg,@nareshpunia8415,Everything was great until you die I die,0,2025-12-15T19:37:42Z,0.491,0.252,0.258,-0.5719,0.33877819776535034,0.4054395854473114,0.25578224658966064,negative,neutral,positive
8263,Ugyv8sXrjlVpUa79RpZ4AaABAg,@batgirlsparkle4106,Lexzgoooo,0,2025-12-15T19:37:27Z,0.0,1.0,0.0,0.0,0.133345827460289,0.6009480357170105,0.2657061219215393,neutral,neutral,negative
8264,Ugy3dOj8JUbs1sEKEOt4AaABAg,@cancallmestar,"You die I die, bro it's literally giving endgame trailer vibes, btw farewell stranger things",0,2025-12-15T19:37:26Z,0.368,0.519,0.113,-0.7506,0.1654752939939499,0.4807678163051605,0.353756844997406,negative,neutral,negative
8265,UgzuBoum0kK-RpuGw1J4AaABAg,@FoxDog-se8vg,Holly’s face in the thumbnail 😂,0,2025-12-15T19:37:16Z,0.0,1.0,0.0,0.0,0.04436425864696503,0.6509165167808533,0.3047192394733429,neutral,neutral,negative
8266,UgwYOTCSnt-3WZZY3XJ4AaABAg,@Ykmze,WDYM STEVE « you die i die » ?😨,0,2025-12-15T19:37:07Z,0.661,0.339,0.0,-0.8316,0.4972679018974304,0.4661283493041992,0.03660370409488678,negative,negative,negative
8267,UgyvelyGfJLfv4d34r54AaABAg,@1adam9z,Imma be honest. Ts looks straight cheecks,0,2025-12-15T19:36:58Z,0.0,0.49,0.51,0.6369,0.5900589823722839,0.3821062445640564,0.02783477120101452,positive,negative,negative
8268,UgzNNMHMxEmidKqpd894AaABAg,@TurboHeart,SO READY,0,2025-12-15T19:36:51Z,0.0,0.264,0.736,0.4201,0.029602985829114914,0.34032222628593445,0.6300747990608215,positive,positive,positive
8269,Ugz_Pj4I2gQyhbzScT94AaABAg,@paulovsky,"Nobody dies, nobody dies",0,2025-12-15T19:36:50Z,0.0,1.0,0.0,0.0,0.4439426064491272,0.48638617992401123,0.06967120617628098,neutral,neutral,positive
8270,Ugy4dK84U9YmMiGHDQd4AaABAg,@Vovka_Official,What the music buh,0,2025-12-15T19:36:45Z,0.0,1.0,0.0,0.0,0.18314780294895172,0.7490546703338623,0.0677974745631218,neutral,neutral,negative
8271,UgzUjngl4Vnd_x_zfBV4AaABAg,@Kampasbs,IF DUSTIN DIE IM GONNA DELETE NETFLIX,1,2025-12-15T19:36:37Z,0.394,0.606,0.0,-0.5994,0.8880331516265869,0.10155477374792099,0.010411988943815231,negative,negative,negative
8272,UgwWeQjK-HIT6kmZZAF4AaABAg,@9104atk,Is Vecna is getting a upgrade? Really? Fckin Wings?!,0,2025-12-15T19:36:22Z,0.0,1.0,0.0,0.0,0.8917024731636047,0.10182823240756989,0.006469279062002897,neutral,negative,negative
8273,UgxEyfE6NxVjBRkwnSZ4AaABAg,@the_sobar_drunkard,Steve and Dustin if you both die we all die please get that😭so don't die,0,2025-12-15T19:36:19Z,0.468,0.44,0.092,-0.886,0.6917241811752319,0.28113728761672974,0.02713853120803833,negative,negative,negative
8274,Ugy3IT3MEEqJUccQts54AaABAg,@idaledit1028,Ngl no hate but I can already feel that v2 is gonna be way cringier n probably shit,0,2025-12-15T19:36:12Z,0.405,0.595,0.0,-0.8338,0.9319608807563782,0.06022066995501518,0.007818493992090225,negative,negative,negative
8275,Ugw79HlCqzzK7dafzrt4AaABAg,@abigailgybjomd9566,I’m so ready and so not ready. I can’t let them go 😫,0,2025-12-15T19:35:48Z,0.0,0.617,0.383,0.6794,0.47275540232658386,0.3424641191959381,0.18478049337863922,positive,negative,negative
8276,UgwCxDFigk7DJLSvlal4AaABAg,@Goofballz_0,OMGG GUYS IM LITERALLY PISSING MYSELF IM SO EXCITED‼️‼️‼️,1,2025-12-15T19:35:37Z,0.252,0.748,0.0,-0.4019,0.0018806102452799678,0.0102820610627532,0.9878373146057129,negative,positive,negative
8277,Ugw1qcS2wRsED1zKbFJ4AaABAg,@IS_DEATH14,"I like stranger things
it's fell cozy and good",0,2025-12-15T19:35:10Z,0.0,0.526,0.474,0.6597,0.0019326177425682545,0.018532590940594673,0.9795348048210144,positive,positive,positive
8278,UgyEUC5ySEoKU9SQFq54AaABAg,@natalilynn,"i swear if lucas, steve or dustin die im gonna crash out",0,2025-12-15T19:35:07Z,0.494,0.506,0.0,-0.7783,0.8363643288612366,0.14965012669563293,0.01398551743477583,negative,negative,negative
8279,Ugy3dkO0BqjTrbuyUc54AaABAg,@alexmercer433,Steve you die we die,0,2025-12-15T19:35:06Z,0.722,0.278,0.0,-0.8316,0.8528837561607361,0.13642996549606323,0.010686337016522884,negative,negative,negative
8280,UgwbWANM92iLfW3QM9R4AaABAg,@juanavazquez2734,"Game on baby is gonna be dope and sick as hell in gods mode in 2025 and 2026 and cool to see
In strangers things in 2025 in December 25 in 2025 the last season show to see it in Christmas Eve 25 in 2025 almost time only one week to end for the second week to see it in Netflix in 2025",1,2025-12-15T19:34:52Z,0.113,0.855,0.033,-0.765,0.004350084345787764,0.04526431858539581,0.9503856301307678,negative,positive,negative
8281,UgynTpnZTmdzk3t1HSF4AaABAg,@katemcphail4199,Nancy vs THE FREAKING MILITARY!?!?😮,0,2025-12-15T19:34:52Z,0.528,0.472,0.0,-0.668,0.9437245726585388,0.05134464427828789,0.004930743481963873,negative,negative,negative
8282,UgxMxW7eGvfWkdpV1yd4AaABAg,@LeoLeo-jq2pz,How many times have you watched this? Yes,0,2025-12-15T19:34:43Z,0.0,0.691,0.309,0.481,0.023698804900050163,0.8502365350723267,0.1260647177696228,positive,neutral,positive
8283,UgxJP4C2sVHdJ-5XXHF4AaABAg,@petite.mwahmusic,Nancy stay strapped,0,2025-12-15T19:34:42Z,0.0,1.0,0.0,0.0,0.11610265076160431,0.7884182929992676,0.0954790711402893,neutral,neutral,negative
8284,Ugx3TxopzdHhHaykTuB4AaABAg,@mwila_2.0,Nancy!!❤,0,2025-12-15T19:34:27Z,0.0,1.0,0.0,0.0,0.0020138900727033615,0.06567180156707764,0.9323143362998962,neutral,positive,positive
8285,UgyCLX9QVB5hSTje1GZ4AaABAg,@Loozer74.,"Steve: You die, I die
Dustin: You die, I die
Me: You die, I cry",0,2025-12-15T19:34:24Z,0.79,0.21,0.0,-0.9738,0.6038026809692383,0.36286649107933044,0.03333079814910889,negative,negative,negative
8286,UgzjbtUsOvpiGIN4pLB4AaABAg,@itsbeenevan9553,This looks so good lol how yall keep doing this,0,2025-12-15T19:34:22Z,0.0,0.54,0.46,0.7795,0.0022599720396101475,0.013199931010603905,0.9845401644706726,positive,positive,positive
8287,UgyWBtessuT-zZcNv254AaABAg,@legion5938,"Vecna ""it is time"" doesnt he hate clocks or anything to do with time?",0,2025-12-15T19:34:14Z,0.0,0.813,0.187,0.4585,0.64528888463974,0.3374723494052887,0.017238745465874672,positive,negative,negative
8288,UgyowjMzKIBby0smO4h4AaABAg,@AliAli-kt5hh,chat ... we r cooked,0,2025-12-15T19:34:05Z,0.0,1.0,0.0,0.0,0.3793325424194336,0.5731982588768005,0.047469187527894974,neutral,neutral,negative
8289,UgwipvfcHP6S_wbfzwN4AaABAg,@ElChuchasAdrian2025,Ya la quiero ver 🤩🤩🤩,1,2025-12-15T19:33:50Z,0.0,1.0,0.0,0.0,0.001937188790179789,0.050547726452350616,0.9475151300430298,neutral,positive,negative
8290,Ugzz_bg5P_pBl1AHEQx4AaABAg,@CircasurviveguyXD,Damn I guess there's no Tiamat or thesselahydra 😅,0,2025-12-15T19:33:42Z,0.495,0.505,0.0,-0.5994,0.6406764984130859,0.32188042998313904,0.03744310513138771,negative,negative,negative
8291,Ugwk29v6MUHGb3yRKaV4AaABAg,@bellerophon-,LET'S GOOOOOOOOO,0,2025-12-15T19:33:40Z,0.0,1.0,0.0,0.0,0.04106675833463669,0.2693999409675598,0.6895332932472229,neutral,positive,negative
8292,UgzPxViB9rFAZxb0mcx4AaABAg,@theofficialrashalsingh,Dustin & steve are going to… 💔😭,0,2025-12-15T19:33:25Z,0.0,1.0,0.0,0.0,0.5758739113807678,0.3970109522342682,0.02711513452231884,neutral,negative,positive
8293,UgwTxp5qSDKRQuR4RU14AaABAg,@himanis_x,Nancy being the badass girl of all time!,0,2025-12-15T19:33:05Z,0.213,0.787,0.0,-0.2244,0.002258175052702427,0.06669031828641891,0.93105149269104,negative,positive,negative
8294,UgxbzFcCGYpeAoslsTh4AaABAg,@tubagida,that door in the middle of nowhere is a major The Dark Tower (SK) reference,0,2025-12-15T19:32:53Z,0.0,1.0,0.0,0.0,0.061283811926841736,0.8163082599639893,0.12240799516439438,neutral,neutral,negative
8295,UgxiyQzFfimLQWjdUDp4AaABAg,@abdullahtunes3200,Not my steve baby,0,2025-12-15T19:32:49Z,0.0,1.0,0.0,0.0,0.7068738341331482,0.2722572386264801,0.020868942141532898,neutral,negative,negative
8296,UgyWlCm2hTrMvip8YLx4AaABAg,@clairesturniolo,0:08 NOOO 😭 WILL DONT CRY,0,2025-12-15T19:32:48Z,0.0,0.564,0.436,0.476,0.20424672961235046,0.46358856558799744,0.3321647346019745,positive,neutral,positive
8297,UgwoiyN4GUDvy2tNd854AaABAg,@siemdeheer80,Storm trooper aaaah aim,1,2025-12-15T19:32:46Z,0.0,1.0,0.0,0.0,0.030625101178884506,0.7642912864685059,0.20508365333080292,neutral,neutral,negative
8298,UgzH_Z3YzNJ4OlBE0sR4AaABAg,@debalinabhowmick5764,"Steve: you die, I die
Dustin: you die, I die
Me: You die, I cry nd then sue Duffers🙂",0,2025-12-15T19:32:45Z,0.693,0.307,0.0,-0.9738,0.54081130027771,0.3988703191280365,0.06031831353902817,negative,negative,negative
8299,UgxTHngqaoi1yA2DFf94AaABAg,@RACOONBACON,I see Hotrod Nancy Wheeler is a fan of the A Team.,0,2025-12-15T19:32:43Z,0.0,0.777,0.223,0.3182,0.019621048122644424,0.7298608422279358,0.2505181133747101,positive,neutral,positive
8300,Ugzvb6-UilVkJGHWAUB4AaABAg,@SelinatheSlayer,I need to start seeing bodies drop in volume 2 😈😈,0,2025-12-15T19:32:35Z,0.208,0.792,0.0,-0.2732,0.018018154427409172,0.48977822065353394,0.49220365285873413,negative,positive,negative
8301,UgzxJZDitnMz0A7BXrJ4AaABAg,@CatPallas,I mean I have seen stranger things,0,2025-12-15T19:32:22Z,0.0,1.0,0.0,0.0,0.13006635010242462,0.7860575914382935,0.08387602865695953,neutral,neutral,negative
8302,Ugyya-tjy0jm0J4A6Th4AaABAg,@Frizzybabe,I can’t believe I’m 5 hours late here 😮😢,0,2025-12-15T19:32:11Z,0.0,1.0,0.0,0.0,0.9102635979652405,0.07601052522659302,0.013725928962230682,neutral,negative,negative
8303,UgxQItKHrvygRpxtWYd4AaABAg,@malicrain5478,If Steve dies I'm burning Netflix,0,2025-12-15T19:32:05Z,0.0,1.0,0.0,0.0,0.9095216989517212,0.08351710438728333,0.006961232516914606,neutral,negative,negative
8304,UgylDyODygCetoo3uup4AaABAg,@GetRealRN,Sweet mather or pearl,0,2025-12-15T19:31:54Z,0.0,0.5,0.5,0.4588,0.029303574934601784,0.8591359853744507,0.11156044900417328,positive,neutral,positive
8305,UgwnvBgeojfpl5Y1sUZ4AaABAg,@Jos390-o6b,By the second volume I'll be studying for my final and I'll have to choose the better thing for my future.......... I choose the happiness over the success 🙂✨,0,2025-12-15T19:31:45Z,0.0,0.71,0.29,0.8807,0.0081678107380867,0.10761667788028717,0.8842154741287231,positive,positive,negative
8306,Ugys3EXvqww7KBgAWkd4AaABAg,@phiricity114,Turned the cinametics up to 100%,0,2025-12-15T19:31:43Z,0.0,1.0,0.0,0.0,0.007773024495691061,0.483885794878006,0.5083411335945129,neutral,positive,positive
8307,UgxlMir6renwho4wnnF4AaABAg,@TunikBot06,I think that red room we saw vecna at the end of the trailer with the spikes and where the children are is the stomach of that red creature we saw in wills painting.,15,2025-12-15T19:31:32Z,0.0,1.0,0.0,0.0,0.13637910783290863,0.8296493887901306,0.033971529453992844,neutral,neutral,negative
8308,UgwoRbN4eValG43V4Wp4AaABAg,@bkskai,NO NO NO????????,0,2025-12-15T19:31:25Z,0.843,0.157,0.0,-0.6553,0.827298641204834,0.16222935914993286,0.010472065769135952,negative,negative,negative
8309,UgwUGNIx176DHP2_ZI14AaABAg,@j1nriet,Never had been more hyped for a silly show,0,2025-12-15T19:31:13Z,0.0,0.837,0.163,0.0935,0.11634518206119537,0.22767886519432068,0.6559759378433228,positive,positive,positive
8310,UgwZKWqSxMcZvxUoKAN4AaABAg,@Mephyyyyyy,PLEASE DUSTY BUN AND STEVIEEE,0,2025-12-15T19:31:02Z,0.0,0.635,0.365,0.3182,0.03261950984597206,0.5894804000854492,0.37790006399154663,positive,neutral,positive
8311,UgzMLDbjBHUTiPa1fFN4AaABAg,@noel2897,They waited for derry to be finished to stay relevant 😂😂😂,0,2025-12-15T19:31:01Z,0.0,1.0,0.0,0.0,0.3333474397659302,0.5898674726486206,0.07678508013486862,neutral,neutral,negative
8312,Ugx5A9dykXIBf5xx3W54AaABAg,@valencia3396,I’m gonna cry,0,2025-12-15T19:30:41Z,0.608,0.392,0.0,-0.4767,0.3320985734462738,0.363029420375824,0.30487194657325745,negative,neutral,negative
8313,UgzJM-6Sbfyman0q_Nh4AaABAg,@KirraDale,"Who else was tearing up when Steve and Dustin said “you die, I die”",0,2025-12-15T19:30:18Z,0.245,0.755,0.0,-0.5994,0.5841627717018127,0.37453144788742065,0.04130574315786362,negative,negative,negative
8314,Ugwwxuku3ZKkkJe8AjB4AaABAg,@drumfanatik316,Man! The goosebumps I’ve gotten watching these new trailers is crazy!,1,2025-12-15T19:30:10Z,0.23,0.77,0.0,-0.4559,0.0025125176180154085,0.02435854636132717,0.9731289744377136,negative,positive,positive
8315,UgzC2gBXxoG62MDnx6t4AaABAg,@furrukhjamal00,"So this on 26th December, red dead redemption 2 on epic on 31st December and finale on the 1st.... I like it😊",1,2025-12-15T19:30:03Z,0.173,0.726,0.101,-0.4215,0.0009297446813434362,0.02190183848142624,0.9771684408187866,negative,positive,positive
8316,UgwInlNl-_XFnUkR0S94AaABAg,@yungkrozz7548,I can’t wait,0,2025-12-15T19:29:30Z,0.0,1.0,0.0,0.0,0.007480156607925892,0.028842981904745102,0.963676929473877,neutral,positive,positive
8317,UgwLt0Oa0Em1FAYGbnF4AaABAg,@jeonglixera,"ok, pero donde esta byler",0,2025-12-15T19:29:25Z,0.0,0.645,0.355,0.296,0.1081228256225586,0.7673153877258301,0.1245618388056755,positive,neutral,positive
8318,Ugz0pXI5i1aHSYiOaIN4AaABAg,@Marazyz,You die WE die💔,0,2025-12-15T19:29:13Z,0.565,0.435,0.0,-0.5994,0.8695017099380493,0.11828203499317169,0.012216323055326939,negative,negative,negative
8319,UgziJZ-c3o2We7VC9654AaABAg,@jeonglixera,"Joya graciaass, muy bueno!!",0,2025-12-15T19:29:10Z,0.0,1.0,0.0,0.0,0.02016458474099636,0.3964742422103882,0.5833611488342285,neutral,positive,positive
8320,UgyLgxmER300OSzMbYt4AaABAg,@thebrownbaldy,Nancy “Walk Em Down” Wheeler 🔥🔥🔥🔥,1,2025-12-15T19:28:53Z,0.0,1.0,0.0,0.0,0.013194222003221512,0.27217042446136475,0.7146353125572205,neutral,positive,negative
8321,UgyeWmpnfdeskY-rX-t4AaABAg,@TwilightFredy,It’s not even Christmas anymore it’s Stranger Things day,4,2025-12-15T19:28:46Z,0.0,1.0,0.0,0.0,0.05040723457932472,0.3259325921535492,0.623660147190094,neutral,positive,negative
8322,Ugw1uxiiw4IzVH0Y0Oh4AaABAg,@IC-99,That was epic,0,2025-12-15T19:28:19Z,0.0,1.0,0.0,0.0,0.008269306272268295,0.0859081819653511,0.9058225750923157,neutral,positive,positive
8323,UgwdsDJLf0AHDZqtEl14AaABAg,@Sarasadosdos,IS NANCY THE NEW SARAH CONNOR WE ALL WANTED????!!!,0,2025-12-15T19:27:55Z,0.0,1.0,0.0,0.0,0.1619388461112976,0.6524519920349121,0.18560917675495148,neutral,neutral,positive
8324,UgwT1-zIMHZHVHVR6gR4AaABAg,@JM-zy8rs,"Who’s ready for 2 hours of these episodes!! I am!! Who needs to die, Dustin, Steve, William and 11 but of course that annoying black kid!!",0,2025-12-15T19:27:41Z,0.24,0.702,0.058,-0.752,0.707747757434845,0.2178635150194168,0.07438867539167404,negative,negative,negative
8325,UgzSm82C_4wth4dZ30J4AaABAg,@chiquinho03,"YOU DIE I DIE
OK STEVE SAME",0,2025-12-15T19:27:25Z,0.6,0.231,0.169,-0.765,0.8156482577323914,0.1676935851573944,0.016658125445246696,negative,negative,positive
8326,UgyxGFWQDyVxgNN4bEt4AaABAg,@Onlinepropertyexplorer,"just release it all at once ffs , and to other comments who cares if they all die , its the last season , let them all die , will be refreshing for once",1,2025-12-15T19:27:25Z,0.286,0.64,0.074,-0.8625,0.32322341203689575,0.499498575925827,0.17727802693843842,negative,neutral,positive
8327,UgxZnvnVK72bOTve6kJ4AaABAg,@StormCrowAlpha,"“you die, I die”

One of those two is dying",0,2025-12-15T19:27:17Z,0.328,0.672,0.0,-0.5994,0.6881874203681946,0.286001056432724,0.025811556726694107,negative,negative,negative
8328,UgwHsr5zDTOztMYO7nx4AaABAg,@ukaszm.5348,This is THE BEST FINAL of all serials in netflix and the WORLD,0,2025-12-15T19:27:11Z,0.0,0.709,0.291,0.7125,0.001981433480978012,0.01691427081823349,0.9811043739318848,positive,positive,positive
8329,UgzljhIE3_w16KBrnpR4AaABAg,@thetheatredoc8550,"Ugh, Part 3 NYE.  😭😭",0,2025-12-15T19:27:06Z,0.483,0.517,0.0,-0.4215,0.8846852779388428,0.09612727165222168,0.019187459722161293,negative,negative,negative
8330,Ugz8Cy8s7P8ZvlvCXjd4AaABAg,@OfficialAdrianroblox,HOLY I GOT GOOSEBUMPS WATCHING THIS I WATCHED THIS 6 TIMES ALREADY,0,2025-12-15T19:26:59Z,0.0,1.0,0.0,0.0,0.048471495509147644,0.3187061846256256,0.6328223347663879,neutral,positive,negative
8331,Ugxy6AjBnbp1MeyK-Cx4AaABAg,@TheStud1844,"Why are they saying you die I die guys?
Guys? 
😢",0,2025-12-15T19:26:54Z,0.538,0.462,0.0,-0.8466,0.9510917067527771,0.04637571796774864,0.0025324944872409105,negative,negative,negative
8332,UgyiHbPwfoUXuwzXFgl4AaABAg,@hazelpilkington8107,Is that Johnathon saying they need to be a team? X,0,2025-12-15T19:26:47Z,0.0,1.0,0.0,0.0,0.06319715827703476,0.8951824307441711,0.0416204035282135,neutral,neutral,negative
8333,Ugz5hmGVsp2Ai_zvn6d4AaABAg,@devilzwishbone,"Love the song choice, remix of Dianna Ross - Upside down which was another 80s hit",0,2025-12-15T19:26:46Z,0.0,0.769,0.231,0.6369,0.0025165590923279524,0.034720536321401596,0.9627628922462463,positive,positive,positive
8334,UgyTqTodb9VZc-DQonl4AaABAg,@ILikeChocolate4780,Where is Robin? I didn't see her once in this whole trailer😨,0,2025-12-15T19:26:43Z,0.0,1.0,0.0,0.0,0.6738833785057068,0.2981213629245758,0.027995264157652855,neutral,negative,negative
8335,UgwgEmjTaWhhcBZCqHZ4AaABAg,@rafitaampp,THE MOST EPIC SEASON EVER,1,2025-12-15T19:26:43Z,0.0,1.0,0.0,0.0,0.007596476934850216,0.06235653534531593,0.9300469756126404,neutral,positive,positive
8336,UgwHZu4CaB1PbFzMqoJ4AaABAg,@XxBeamerr,Military is braindead. Why would they still be fighting our main group of protagonists when Vecna wiped his ass with them?!?,1,2025-12-15T19:26:36Z,0.259,0.741,0.0,-0.7685,0.9664916396141052,0.03139975294470787,0.0021086714696139097,negative,negative,negative
8337,Ugxgz8m_sdght7OthBd4AaABAg,@TheTrueCoca,50 Cent gonna drop the next 4 Episodes of the Diddy Documentary to surpass this trailer in no time.,0,2025-12-15T19:26:34Z,0.212,0.788,0.0,-0.5106,0.003176754806190729,0.303211510181427,0.6936116814613342,negative,positive,negative
8338,Ugy2vlYn5l19xMv6yHJ4AaABAg,@insanofranklin,it is time.,0,2025-12-15T19:26:24Z,0.0,1.0,0.0,0.0,0.125666081905365,0.6485390663146973,0.22579488158226013,neutral,neutral,positive
8339,UgyhrKVq2ziiTxPEKYN4AaABAg,@AckMcBack,WOAHH DID ANYONE SEE THE 3 LITTLE WEIRD TENTACLES?? THEY HAD A WEIRD HEAD KINDA.. I THINK IT MIGHT BE THE TESSEL HYDRA YALLLLL,0,2025-12-15T19:26:25Z,0.143,0.857,0.0,-0.2901,0.4750869870185852,0.4598691463470459,0.0650438740849495,negative,negative,negative
8340,UgxgvJsaLkDS-BTUbFp4AaABAg,@NoMercyMajor,If they die I die,0,2025-12-15T19:26:22Z,0.796,0.204,0.0,-0.8316,0.9302358031272888,0.0651511624455452,0.004613007418811321,negative,negative,negative
8341,Ugy0ZEVzjhmuxmKWE9F4AaABAg,@Yejidelayne3820,told yall nancy NEEDED a machine gun,0,2025-12-15T19:26:12Z,0.324,0.676,0.0,-0.34,0.3577430248260498,0.6120068430900574,0.030250167474150658,negative,neutral,negative
8342,UgyqOgueRVtLLuSYyo54AaABAg,@dyln29,all in 3 eps btw,0,2025-12-15T19:26:10Z,0.0,1.0,0.0,0.0,0.05063138157129288,0.8319811224937439,0.11738737672567368,neutral,neutral,negative
8343,UgykixM-MGfMwc-8tc14AaABAg,@skye_gacha1,OH MY GOSHHH,0,2025-12-15T19:26:04Z,0.0,1.0,0.0,0.0,0.30792269110679626,0.4269798696041107,0.26509740948677063,neutral,neutral,positive
